Source Display for .\DNA2InstrumentErrorCodes.json,,,,
ErrorName,ErrorModule,ErrorType,ErrorDisplaysMsg,ErrorDisplayMsg
ERROR_DG_FLUIDICS_CONTROLLER_ASSERT_DETECTED,DG,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DR_DETECTOR_ASSERT_DETECTED,DR,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DR_FLUIDICS_CONTROLLER_ASSERT_DETECTED,DR,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DG_LOCAL_CONTROLLER_ASSERT_DETECTED,DG,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_TC_LOCAL_CONTROLLER_ASSERT_DETECTED,TC,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_HANDLER_X_AXIS_ASSERT_DETECTED,PlateHandler,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_HANDLER_Y_AXIS_ASSERT_DETECTED,PlateHandler,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_HANDLER_Z_AXIS_ASSERT_DETECTED,PlateHandler,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_TC_EJECTOR_ASSERT_DETECTED,TC,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_ENTRY_HOTEL_ASSERT_DETECTED,Inbox,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DR_MASTER_ASSERT_DETECTED,DR,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_POWER_CAN_DIST_ASSERT_DETECTED,Instrument,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_EXIT_HOTEL_ASSERT_DETECTED,Outbox,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_BOTTLE_AND_FAN_CONTROLLER_ASSERT_DETECTED,Instrument,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_FRONT_DOOR_BOARD_ASSERT_DETECTED,FrontDoor,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
BUS_SENTINAL_ASSERT_DETECTED,Instrument,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DR_INSTRUMENT_MASTER_BOOTLOADER_RUNNING,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_AXIS_X_BOOTLOADER_RUNNING,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_AXIS_Y_BOOTLOADER_RUNNING,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_AXIS_Z_BOOTLOADER_RUNNING,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_PISTON_PUMP_1_BOOTLOADER_RUNNING,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_PISTON_PUMP_2_BOOTLOADER_RUNNING,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_BOOTLOADER_RUNNING,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DG_FLUIDICS_CONTROLLER_BOOTLOADER_RUNNING,DG,ServiceCall,TRUE,"A Droplet Generator error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_BOOTLOADER_RUNNING,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_FLUIDICS_CONTROLLER_BOOTLOADER_RUNNING,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DG_LOCAL_CONTROLLER_BOOTLOADER_RUNNING,DG,ServiceCall,TRUE,"A Droplet Generator error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_TC_LOCAL_CONTROLLER_BOOTLOADER_RUNNING,TC,ServiceCall,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_HANDLER_X_AXIS_BOOTLOADER_RUNNING,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_HANDLER_Y_AXIS_BOOTLOADER_RUNNING,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_HANDLER_Z_AXIS_BOOTLOADER_RUNNING,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_TC_EJECTOR_BOOTLOADER_RUNNING,TC,ServiceCall,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_ENTRY_HOTEL_BOOTLOADER_RUNNING,Inbox,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DR_MASTER_BOOTLOADER_RUNNING,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_POWER_CAN_DIST_BOOTLOADER_RUNNING,Instrument,ServiceCall,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_EXIT_HOTEL_BOOTLOADER_RUNNING,Outbox,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_BOTTLE_AND_FAN_CONTROLLER_BOOTLOADER_RUNNING,BottleAndFanController,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_FRONT_DOOR_BOARD_BOOTLOADER_RUNNING,FrontDoor,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
BUS_SENTINAL_BOOTLOADER_RUNNING,Instrument,ServiceCall,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_LOCATION_CONFIG_NOT_VALID,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_INVALID_AXIS,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_INVALID_LOCATION,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_SAVE_LOCATION_FAILED,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_PLATE_DETECTED_BEFORE_GET_PLATE,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_BUSY,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_TIMEOUT,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_PLATE_DETECTED_AFTER_DROP_OFF,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_MW_ASSERTED,Instrument,ServiceCall,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_FRONT_DOOR_ENTRY_NOT_HOMED,InboxDoor,AssistanceNeeded,TRUE,Entry door motor not homed
ERROR_CHASIS_FRONT_DOOR_EXIT_NOT_HOMED,OutboxDoor,AssistanceNeeded,TRUE,Exit door motor not homed
ERROR_DR_INSTRUMENT_MASTER_CONNECTION_LOST,DR,ServiceCall,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
DR_NO_PLATE,DR,ServiceCall,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_VERSIONS_DO_NOT_MATCH,Instrument,ServiceCall,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_DR_BULK_TRANSFER_PATH_LENGTH,DR,ServiceCall,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_DR_BULK_TRANSFER_FILE_SIZE,DR,ServiceCall,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_DR_BULK_TRANSFER_FILE_NOT_FOUND,DR,ServiceCall,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_DR_BULK_TRANSFER_WELL_DATA_FAILED,DR,ServiceCall,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_DR_BULK_TRANSFER_PLATE_DATA_FAILED,DR,ServiceCall,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_BFC_WASTE_OVERFLOW_LOWER_SENSOR_DETECTED,BottleAndFanController,AssistanceNeeded,TRUE,"Waste detected in the overflow reservoir. 
Please perform the ""Aspirate Vent Overflow"" procedure before adding new plates. 
This procedure can be performed while the instrument is processing  plates. 
If the issue persists, please call Bio-Rad support"
ERROR_PLATE_RECOVERY_DATABASE_CORRUPTED,Instrument,ServiceCall,TRUE,Error plate recovery database corrupted
ERROR_CHASIS_BFC_WASTE_OVERFLOW_TOP_SENSOR_DETECTED,BottleAndFanController,AssistanceNeeded,TRUE,"Immediate attention required! Significant waste detected in the overflow reservoir. 
To continue processing plates, please perform the ""Aspirate Vent Overflow"" procedure.
Failure to do so will cause the system to enter into an error state.
If the issue persists, please call Bio-Rad support."
ERROR_DR_WELL_ACQUISITION_TIMED_OUT,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_POWER_CAN_DIST_POWER_NOT_GOOD,Instrument,ServiceCall,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_AC_VOLTAGE_FAIL,Instrument,ServiceCall,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_OVER_TEMP,Instrument,ServiceCall,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_24V,Instrument,ServiceCall,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_ES,Instrument,ServiceCall,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_TC,Instrument,ServiceCall,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_HANDLER_X_AXIS,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_HANDLER_Y_AXIS,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_HANDLER_Z_AXIS,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_TC_EJECTOR,TC,ServiceCall,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DG_DG_LOCAL_CONTROLLER_HEATER_KILL_SWITCH_ACTIVE,DG,ServiceCall,TRUE,"A Droplet Generator error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DG_DG_LOCAL_CONTROLLER_HEATER_TIMEOUT,DG,ServiceCall,TRUE,"A Droplet Generator error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DG_DG_LOCAL_CONTROLLER_THERMOCOUPLE_ERROR,DG,ServiceCall,TRUE,"A Droplet Generator error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DG_DG_LOCAL_CONTROLLER_THERMOCOUPLE_1_ERROR,DG,ServiceCall,TRUE,"A Droplet Generator error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DG_DG_LOCAL_CONTROLLER_THERMOCOUPLE_2_ERROR,DG,ServiceCall,TRUE,"A Droplet Generator error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DG_DG_Master_DG_IN_ERROR_STATE,DG,ServiceCall,TRUE,"A Droplet Generator error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_HANDLER_MOTION_FAILED,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_TC_TC_LOCAL_CONTROLLER_TC_ERROR,TC,ServiceCall,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
UnknownSubmoduleError,Instrument,ServiceCall,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
InvalidInstrumentSerialNumbers,Instrument,ServiceCall,TRUE,"Invalid instrument serial numbers.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
SW_DG_UnknownError,DG,ServiceCall,TRUE,"A Droplet Generator error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
SW_TC_UnknownError,TC,ServiceCall,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
SW_DR_UnknownError,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
SW_PlateHandler_UnknownError,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
SW_InboxDoor_UnknownError,InboxDoor,ServiceCall,TRUE,"Power cycle the instrument, push the doors slowly in a couple of inches and power on the instrument and try again.
 If the issue persists, please call Bio-Rad support."
SW_OutboxDoor_UnknownError,OutboxDoor,ServiceCall,TRUE,"Power cycle the instrument, push the doors slowly in a couple of inches and power on the instrument and try again.
 If the issue persists, please call Bio-Rad support."
SW_Instrument_UnknownError,Instrument,ServiceCall,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
SW_Instrument_Offline,Instrument,ServiceCall,TRUE,"Instrument connection has been lost.
Please power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
SW_InvalidFwVersion,Instrument,ServiceCall,TRUE,The controller firmware version is not compatible with this QX One software version. Please check compatibility matrix and update the QX One software and firmware accordingly.
SW_TimeoutWaitingForResponseFromFW,Instrument,ServiceCall,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
SoftwareError,Instrument,Warning,TRUE,"Software Error, exception caught. Some data might be usable.
View the Event log for recent software exceptions and report to Bio-Rad support."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_IS_HALTED_P1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_IS_HALTED_P2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_IS_HALTED_E1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_IS_HALTED_E2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_IS_HALTED_D1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_IS_HALTED_D2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_RETURNED_ERROR_P1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_RETURNED_ERROR_P2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_RETURNED_ERROR_E1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_RETURNED_ERROR_E2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_RETURNED_ERROR_D1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_RETURNED_ERROR_D2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_UUID_SIZE_TOO_BIG_P1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_UUID_SIZE_TOO_BIG_P2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_UUID_SIZE_TOO_BIG_E1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_UUID_SIZE_TOO_BIG_E2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_UUID_SIZE_TOO_BIG_D1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_UUID_SIZE_TOO_BIG_D2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_COMMAND_CORRUPT_P1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_COMMAND_CORRUPT_P2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_COMMAND_CORRUPT_E1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_COMMAND_CORRUPT_E2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_COMMAND_CORRUPT_D1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_COMMAND_CORRUPT_D2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_TIMED_OUT_P1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_TIMED_OUT_P2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_TIMED_OUT_E1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_TIMED_OUT_E2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_TIMED_OUT_D1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_TIMED_OUT_D2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_COMMAND_TOO_LONG_P1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_COMMAND_TOO_LONG_P2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_COMMAND_TOO_LONG_E1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_COMMAND_TOO_LONG_E2,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_COMMAND_TOO_LONG_D1,Instrument,Warning,FALSE,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_ERROR_RFID_COMMAND_TOO_LONG_D2,Instrument,Warning,FALSE,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_MODULE_IS_HALTED_W1,Instrument,Warning,FALSE,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_MODULE_IS_HALTED_W2,Instrument,Warning,FALSE,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_RETURNED_ERROR_W1,Instrument,Warning,FALSE,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_RETURNED_ERROR_W2,Instrument,Warning,FALSE,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TAG_ERROR_UUID_SIZE_TOO_BIG_W1,Instrument,Warning,FALSE,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TAG_ERROR_UUID_SIZE_TOO_BIG_W2,Instrument,Warning,FALSE,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_COMMAND_CORRUPT_W1,Instrument,Warning,FALSE,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_COMMAND_CORRUPT_W2,Instrument,Warning,FALSE,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_TIMED_OUT_W1,Instrument,Warning,FALSE,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TAG_ERROR_RFID_MODULE_TIMED_OUT_W2,Instrument,Warning,FALSE,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TAG_ERROR_RFID_COMMAND_TOO_LONG_W1,Instrument,Warning,FALSE,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TAG_ERROR_RFID_COMMAND_TOO_LONG_W2,Instrument,Warning,FALSE,
ERROR_CHASIS_BFC_RFID_ERROR_MODULE_IS_HUNG,Instrument,Warning,FALSE,
