TOTAL JOIN TABLE SUMMARY:::::,,,,,,,,,,,
,,,,,,,,,,,
"	FirstValueSource = .\Instrument Errors.xlsx",,,,,,,,,,,
"	SecondValueSource = .\DNA2InstrumentErrorCodes.json",,,,,,,,,,,
ErrorCode_1,ErrorCode_2,ErrorType_1,ErrorType_2,ErrorModule,ErrorModuleSuggestions,ErrorHasMsg_1,ErrorHasMsgSuggestion_1,ErrorMsg_1,ErrorHasMsg_2,ErrorHasMsgSuggestion_2,ErrorMsg_2
ERROR_DR_DETECTOR_ASSERT_DETECTED,ERROR_DR_DETECTOR_ASSERT_DETECTED,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue.",TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DR_FLUIDICS_CONTROLLER_ASSERT_DETECTED,ERROR_DR_FLUIDICS_CONTROLLER_ASSERT_DETECTED,ServiceCall,ServiceCall,DR,"DR,Instrument",TRUE,TRUE,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue.",TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DG_LOCAL_CONTROLLER_ASSERT_DETECTED,ERROR_DG_LOCAL_CONTROLLER_ASSERT_DETECTED,ServiceCall,ServiceCall,DG,"DG,Instrument",TRUE,TRUE,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue.",TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_TC_LOCAL_CONTROLLER_ASSERT_DETECTED,ERROR_TC_LOCAL_CONTROLLER_ASSERT_DETECTED,ServiceCall,ServiceCall,TC,"TC,Instrument",TRUE,TRUE,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue.",TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_HANDLER_X_AXIS_ASSERT_DETECTED,ERROR_CHASIS_HANDLER_X_AXIS_ASSERT_DETECTED,ServiceCall,ServiceCall,PlateHandler,PlateHandler,TRUE,TRUE,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue.",TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_HANDLER_Y_AXIS_ASSERT_DETECTED,ERROR_CHASIS_HANDLER_Y_AXIS_ASSERT_DETECTED,ServiceCall,ServiceCall,PlateHandler,PlateHandler,TRUE,TRUE,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue.",TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_HANDLER_Z_AXIS_ASSERT_DETECTED,ERROR_CHASIS_HANDLER_Z_AXIS_ASSERT_DETECTED,ServiceCall,ServiceCall,PlateHandler,PlateHandler,TRUE,TRUE,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue.",TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_TC_EJECTOR_ASSERT_DETECTED,ERROR_TC_EJECTOR_ASSERT_DETECTED,ServiceCall,ServiceCall,TC,TC,TRUE,TRUE,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue.",TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_ENTRY_HOTEL_ASSERT_DETECTED,ERROR_CHASIS_ENTRY_HOTEL_ASSERT_DETECTED,ServiceCall,ServiceCall,Inbox,Inbox,TRUE,TRUE,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue.",TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DR_MASTER_ASSERT_DETECTED,ERROR_DR_MASTER_ASSERT_DETECTED,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue.",TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_POWER_CAN_DIST_ASSERT_DETECTED,ERROR_CHASIS_POWER_CAN_DIST_ASSERT_DETECTED,ServiceCall,ServiceCall,Instrument,Instrument,TRUE,TRUE,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue.",TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_EXIT_HOTEL_ASSERT_DETECTED,ERROR_CHASIS_EXIT_HOTEL_ASSERT_DETECTED,ServiceCall,ServiceCall,Outbox,Outbox,TRUE,TRUE,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue.",TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_BOTTLE_AND_FAN_CONTROLLER_ASSERT_DETECTED,ERROR_CHASIS_BOTTLE_AND_FAN_CONTROLLER_ASSERT_DETECTED,ServiceCall,ServiceCall,Instrument,"BottleAndFanController,Instrument,Bottles",TRUE,TRUE,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue.",TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_FRONT_DOOR_BOARD_ASSERT_DETECTED,ERROR_CHASIS_FRONT_DOOR_BOARD_ASSERT_DETECTED,ServiceCall,ServiceCall,FrontDoor,FrontDoor,TRUE,TRUE,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue.",TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
BUS_SENTINAL_ASSERT_DETECTED,BUS_SENTINAL_ASSERT_DETECTED,ServiceCall,ServiceCall,Instrument,Instrument,FALSE,FALSE,,TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DR_INSTRUMENT_MASTER_BOOTLOADER_RUNNING,ERROR_DR_INSTRUMENT_MASTER_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_AXIS_X_BOOTLOADER_RUNNING,ERROR_DR_AXIS_X_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_AXIS_Y_BOOTLOADER_RUNNING,ERROR_DR_AXIS_Y_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_AXIS_Z_BOOTLOADER_RUNNING,ERROR_DR_AXIS_Z_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_PISTON_PUMP_1_BOOTLOADER_RUNNING,ERROR_DR_PISTON_PUMP_1_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_PISTON_PUMP_2_BOOTLOADER_RUNNING,ERROR_DR_PISTON_PUMP_2_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_BOOTLOADER_RUNNING,ERROR_DR_DETECTOR_LED_DRIVE_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DG_FLUIDICS_CONTROLLER_BOOTLOADER_RUNNING,ERROR_DG_FLUIDICS_CONTROLLER_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,DG,"DG,Instrument",FALSE,FALSE,,TRUE,TRUE,"A Droplet Generator error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_BOOTLOADER_RUNNING,ERROR_DR_DETECTOR_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_FLUIDICS_CONTROLLER_BOOTLOADER_RUNNING,ERROR_DR_FLUIDICS_CONTROLLER_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,DR,"DR,Instrument",FALSE,FALSE,,TRUE,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DG_LOCAL_CONTROLLER_BOOTLOADER_RUNNING,ERROR_DG_LOCAL_CONTROLLER_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,DG,"DG,Instrument",FALSE,FALSE,,TRUE,TRUE,"A Droplet Generator error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_TC_LOCAL_CONTROLLER_BOOTLOADER_RUNNING,ERROR_TC_LOCAL_CONTROLLER_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,TC,"TC,Instrument",FALSE,FALSE,,TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_HANDLER_X_AXIS_BOOTLOADER_RUNNING,ERROR_CHASIS_HANDLER_X_AXIS_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,PlateHandler,PlateHandler,FALSE,FALSE,,TRUE,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_HANDLER_Y_AXIS_BOOTLOADER_RUNNING,ERROR_CHASIS_HANDLER_Y_AXIS_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,PlateHandler,PlateHandler,FALSE,FALSE,,TRUE,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_HANDLER_Z_AXIS_BOOTLOADER_RUNNING,ERROR_CHASIS_HANDLER_Z_AXIS_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,PlateHandler,PlateHandler,FALSE,FALSE,,TRUE,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_TC_EJECTOR_BOOTLOADER_RUNNING,ERROR_TC_EJECTOR_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,TC,TC,FALSE,FALSE,,TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_ENTRY_HOTEL_BOOTLOADER_RUNNING,ERROR_CHASIS_ENTRY_HOTEL_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,Inbox,Inbox,FALSE,FALSE,,TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DR_MASTER_BOOTLOADER_RUNNING,ERROR_DR_MASTER_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,"A Droplet Reader error has occurred.
 Power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_POWER_CAN_DIST_BOOTLOADER_RUNNING,ERROR_CHASIS_POWER_CAN_DIST_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,Instrument,Instrument,FALSE,FALSE,,TRUE,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_EXIT_HOTEL_BOOTLOADER_RUNNING,ERROR_CHASIS_EXIT_HOTEL_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,Outbox,Outbox,FALSE,FALSE,,TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_BOTTLE_AND_FAN_CONTROLLER_BOOTLOADER_RUNNING,ERROR_CHASIS_BOTTLE_AND_FAN_CONTROLLER_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,BottleAndFanController,"BottleAndFanController,Instrument,Bottles",FALSE,FALSE,,TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_FRONT_DOOR_BOARD_BOOTLOADER_RUNNING,ERROR_CHASIS_FRONT_DOOR_BOARD_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,FrontDoor,FrontDoor,FALSE,FALSE,,TRUE,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
BUS_SENTINAL_BOOTLOADER_RUNNING,BUS_SENTINAL_BOOTLOADER_RUNNING,ServiceCall,ServiceCall,Instrument,Instrument,FALSE,FALSE,,TRUE,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_LOCATION_CONFIG_NOT_VALID,HANDLER_LOCATION_CONFIG_NOT_VALID,ServiceCall,ServiceCall,PlateHandler,PlateHandler,FALSE,FALSE,,TRUE,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_INVALID_AXIS,HANDLER_INVALID_AXIS,ServiceCall,ServiceCall,PlateHandler,PlateHandler,FALSE,FALSE,,TRUE,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_INVALID_LOCATION,HANDLER_INVALID_LOCATION,ServiceCall,ServiceCall,PlateHandler,PlateHandler,FALSE,FALSE,,TRUE,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_SAVE_LOCATION_FAILED,HANDLER_SAVE_LOCATION_FAILED,ServiceCall,ServiceCall,PlateHandler,PlateHandler,FALSE,FALSE,,TRUE,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_PLATE_DETECTED_BEFORE_GET_PLATE,HANDLER_PLATE_DETECTED_BEFORE_GET_PLATE,ServiceCall,ServiceCall,PlateHandler,PlateHandler,FALSE,FALSE,,TRUE,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_BUSY,HANDLER_BUSY,ServiceCall,ServiceCall,PlateHandler,PlateHandler,FALSE,FALSE,,TRUE,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_TIMEOUT,HANDLER_TIMEOUT,ServiceCall,ServiceCall,PlateHandler,PlateHandler,FALSE,FALSE,,TRUE,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
HANDLER_PLATE_DETECTED_AFTER_DROP_OFF,HANDLER_PLATE_DETECTED_AFTER_DROP_OFF,ServiceCall,ServiceCall,PlateHandler,PlateHandler,FALSE,FALSE,,TRUE,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_MW_ASSERTED,ERROR_MW_ASSERTED,ServiceCall,ServiceCall,Instrument,Instrument,FALSE,FALSE,,TRUE,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_FRONT_DOOR_ENTRY_NOT_HOMED,ERROR_CHASIS_FRONT_DOOR_ENTRY_NOT_HOMED,,AssistanceNeeded,InboxDoor,FrontDoor,FALSE,FALSE,,TRUE,TRUE,Entry door motor not homed
ERROR_CHASIS_FRONT_DOOR_EXIT_NOT_HOMED,ERROR_CHASIS_FRONT_DOOR_EXIT_NOT_HOMED,,AssistanceNeeded,OutboxDoor,FrontDoor,FALSE,FALSE,,TRUE,TRUE,Exit door motor not homed
ERROR_DR_INSTRUMENT_MASTER_CONNECTION_LOST,ERROR_DR_INSTRUMENT_MASTER_CONNECTION_LOST,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
DR_NO_PLATE,DR_NO_PLATE,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_VERSIONS_DO_NOT_MATCH,ERROR_VERSIONS_DO_NOT_MATCH,ServiceCall,ServiceCall,Instrument,Instrument,FALSE,FALSE,,TRUE,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_DR_BULK_TRANSFER_PATH_LENGTH,ERROR_DR_BULK_TRANSFER_PATH_LENGTH,AssistanceNeeded,ServiceCall,DR,DR,TRUE,FALSE,,TRUE,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_DR_BULK_TRANSFER_FILE_SIZE,ERROR_DR_BULK_TRANSFER_FILE_SIZE,AssistanceNeeded,ServiceCall,DR,DR,TRUE,FALSE,,TRUE,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_DR_BULK_TRANSFER_FILE_NOT_FOUND,ERROR_DR_BULK_TRANSFER_FILE_NOT_FOUND,AssistanceNeeded,ServiceCall,DR,DR,TRUE,FALSE,,TRUE,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_DR_BULK_TRANSFER_WELL_DATA_FAILED,ERROR_DR_BULK_TRANSFER_WELL_DATA_FAILED,AssistanceNeeded,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_DR_BULK_TRANSFER_PLATE_DATA_FAILED,ERROR_DR_BULK_TRANSFER_PLATE_DATA_FAILED,AssistanceNeeded,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_BFC_WASTE_OVERFLOW_LOWER_SENSOR_DETECTED,ERROR_CHASIS_BFC_WASTE_OVERFLOW_LOWER_SENSOR_DETECTED,AssistanceNeeded,AssistanceNeeded,BottleAndFanController,BottleAndFanController,TRUE,TRUE,"Waste detected in the overflow reservoir. Please perform aspirate vent overflow procedure before adding new plates. This procedure can be performed while the instrument is processing plates.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"Waste detected in the overflow reservoir. 
Please perform the ""Aspirate Vent Overflow"" procedure before adding new plates. 
This procedure can be performed while the instrument is processing  plates. 
If the issue persists, please call Bio-Rad support"
ERROR_PLATE_RECOVERY_DATABASE_CORRUPTED,ERROR_PLATE_RECOVERY_DATABASE_CORRUPTED,Warning,ServiceCall,Instrument,Instrument,FALSE,FALSE,,TRUE,TRUE,Error plate recovery database corrupted
ERROR_CHASIS_BFC_WASTE_OVERFLOW_TOP_SENSOR_DETECTED,ERROR_CHASIS_BFC_WASTE_OVERFLOW_TOP_SENSOR_DETECTED,ServiceCall,AssistanceNeeded,BottleAndFanController,BottleAndFanController,TRUE,FALSE,,TRUE,TRUE,"Immediate attention required! Significant waste detected in the overflow reservoir. 
To continue processing plates, please perform the ""Aspirate Vent Overflow"" procedure.
Failure to do so will cause the system to enter into an error state.
If the issue persists, please call Bio-Rad support."
ERROR_DR_WELL_ACQUISITION_TIMED_OUT,ERROR_DR_WELL_ACQUISITION_TIMED_OUT,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_POWER_CAN_DIST_POWER_NOT_GOOD,ERROR_CHASIS_POWER_CAN_DIST_POWER_NOT_GOOD,ServiceCall,ServiceCall,Instrument,Instrument,FALSE,FALSE,,TRUE,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_AC_VOLTAGE_FAIL,ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_AC_VOLTAGE_FAIL,ServiceCall,ServiceCall,Instrument,Instrument,FALSE,FALSE,,TRUE,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_OVER_TEMP,ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_OVER_TEMP,ServiceCall,ServiceCall,Instrument,Instrument,FALSE,FALSE,,TRUE,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_24V,ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_24V,ServiceCall,ServiceCall,Instrument,Instrument,FALSE,FALSE,,TRUE,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_ES,ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_ES,ServiceCall,ServiceCall,Instrument,Instrument,FALSE,FALSE,,TRUE,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_TC,ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_TC,ServiceCall,ServiceCall,Instrument,TC,FALSE,FALSE,,TRUE,TRUE,"An instrument error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_HANDLER_X_AXIS,ERROR_MISSING_NODE_HANDLER_X_AXIS,ServiceCall,ServiceCall,PlateHandler,PlateHandler,FALSE,FALSE,,TRUE,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_HANDLER_Y_AXIS,ERROR_MISSING_NODE_HANDLER_Y_AXIS,ServiceCall,ServiceCall,PlateHandler,PlateHandler,FALSE,FALSE,,TRUE,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_HANDLER_Z_AXIS,ERROR_MISSING_NODE_HANDLER_Z_AXIS,ServiceCall,ServiceCall,PlateHandler,PlateHandler,FALSE,FALSE,,TRUE,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_TC_EJECTOR,ERROR_MISSING_NODE_TC_EJECTOR,ServiceCall,ServiceCall,TC,TC,FALSE,FALSE,,TRUE,TRUE,"A Thermal Cycler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DG_DG_LOCAL_CONTROLLER_HEATER_KILL_SWITCH_ACTIVE,ERROR_DG_DG_LOCAL_CONTROLLER_HEATER_KILL_SWITCH_ACTIVE,ServiceCall,ServiceCall,DG,"DG,Instrument",FALSE,FALSE,,TRUE,TRUE,"A Droplet Generator error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
